|details|name|viable|germ_code|mod1|mod2|mod3|mod4|special_info
4861|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again. Requires light or the seed is very fine. Surface sow and expose to light. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * soak and rinse in clean water daily x 4 weeks|Iris graeberiana||B|3|7|||*
4862|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * nick carefully; sow fresh or soak old seed; prechill 4 weeks, (or L), bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris graminea||E|6|7|||*
4863|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * soak and rinse in clean water daily x 4 weeks|Iris graminifolia||A|3|7|||*
4864|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris halophila||E|7||||*
4865|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris Heather Carpet\'||L|7||||*
4866|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris histrioides x winogradowii||L|||||*
4867|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris hookeri||L|7||||*
4868|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris humilis||L|||||*
4869|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris hybrid||L|7||||*
4870|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * very difficult, few seeds germinate, sow fresh or soak stored seed, bring indoors once germinated to avoid temperature shock, transplant at 4 leaves, may not germinate for 3 years or more|Iris iberica||L|7||||*
4871|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * nick carefully; sow fresh or soak old seed; prechill 4 weeks, (or L), bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris illyrica||E|6|7|||*
4872|Sow @ 20C for 3 months, then place @ 4C for 3 months. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * soak and rinse in clean water daily x 4 weeks, resent disturbance, pot up individually and plant out ASAP|Iris innominata||C|7||||*
4873|Sow at 4C for 3 months, then place @ 20C for 3 months. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris japonica||G|7||||*
4874|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed 1 week in toilet tank then chill 3 months or place outdoors over winter before germinating at warm temperature; bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris kaempferi||L|7||||*
4875|Use repeated cycles of 20C, then 4C for 3 months each. Germination is very prolonged. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris kamaonensis||D|7||||*
4876|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris lactea||L|7||||*
4877|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * nick carefully; sow fresh or soak old seed; prechill 4 weeks, (or L), bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris laevigata||E|6|7|||*
4878|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * nick carefully; sow fresh or soak old seed; prechill 4 weeks, (or L), bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris laevigata \'Variegata\'||E|6|7|||*
4879|Sow @ 20C for 3 months, then place @ 4C for 3 months. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris latifolia||C|7||||*
4880|Sow @ 20C. Seed germinates within 3 months     * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris louisianica \'Dorothea K. Williamson\'||A|||||*
4881|Sow @ 20C. Seed germinates within 3 months Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris lutescens||A|7||||*
4882|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.   * nick carefully; sow fresh or soak old seed; prechill 4 weeks, (or L), bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris maackii||E|6|7|||*
4883|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * very difficult, few seeds germinate, sow fresh or soak stored seed, bring indoors once germinated to avoid temperature shock, transplant at 4 leaves, may not germinate for 3 years or more|Iris magnifica||L|7||||*
4884|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * very difficult, few seeds germinate, sow fresh or soak stored seed, bring indoors once germinated to avoid temperature shock, transplant at 4 leaves, may not germinate for 3 years or more|Iris magnifica \'Agalik\'||L|7||||*
4885|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * very difficult, few seeds germinate, sow fresh or soak stored seed, bring indoors once germinated to avoid temperature shock, transplant at 4 leaves, may not germinate for 3 years or more|Iris magnifica \'Alba\'||L|7||||*
4886|Sow @ 20C. Seed germinates within 3 months     * takes 4 months to germinate; grow cool indoors 1st winter|Iris masiae||A|||||*
4887|Sow at 4C for 3 months, then place @ 20C for 3 months. Requires darkness.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris milesii||G|2||||*
4888|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed, leave full 6 months at 4C to get 90% germination or 4 months to get 60% germination; bring indoors once germinated to avoid temperature shock, transplant at 4 leaves|Iris missouriensis||L|7||||*
4889|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.    * sow fresh or soak old seed; prechill 4 weeks or place outdoors over winter and bring indoors once germinated to avoid temperature shock; transplant at 4 leaves|Iris My Gold\'||E|7||||*
