"varname","tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"UNKNOWN","864","p","Piece designation","Piece designation","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","q","Piece physical condition","Piece physical condition","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","s","Copyright article-fee code","Copyright article-fee code","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","t","Copy number","Copy number","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","v","Issuing date","Issuing date","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","w","Break indicator","Break indicator","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","z","Public note","Public note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","865","8","Field link and sequence number","Field link and sequence number","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","865","a","First level of enumeration","First level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","b","Second level of enumeration","Second level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","c","Third level of enumeration","Third level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","i","First level of chronology","First level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","j","Second level of chronology","Second level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","k","Third level of chronology","Third level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","n","Converted Gregorian year","Converted Gregorian year","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","o","Type of unit","Type of unit","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","p","Piece designation","Piece designation","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","q","Piece physical condition","Piece physical condition","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","s","Copyright article-fee code","Copyright article-fee code","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","t","Copy number","Copy number","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","v","Issuing date","Issuing date","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","w","Break indicator","Break indicator","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","865","z","Public note","Public note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","866","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","866","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","866","a","Textual string","Textual string","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","866","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","866","z","Public note","Public note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","867","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","867","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","867","a","Textual string","Textual string","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","867","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","867","z","Public note","Public note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","868","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","868","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","868","a","Textual string","Textual string","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","868","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","868","z","Public note","Public note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","870","4","Relator code","Relator code","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","6","Linkage","Linkage","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","a","Personal name","Personal name","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","b","Numeration","Numeration","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","c","Titles and other words associated with a name","Titles and other words associated with a name","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","d","Dates associated with a name","Dates associated with a name","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","e","Relator term","Relator term","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","j","Tag and sequence number","Tag and sequence number","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","n","Number of part/section of a work","Number of part/section of a work","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","q","Fuller form of name","Fuller form of name","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","870","u","Affiliation","Affiliation","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","4","Relator code","Relator code","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","6","Linkage","Linkage","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","a","Corporate name or jurisdiction name as entry element","Corporate name or jurisdiction name as entry element","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","b","Subordinate unit","Subordinate unit","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","c","Location of meeting","Location of meeting","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","d","Date of meeting or treaty signing","Date of meeting or treaty signing","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","e","Relator term","Relator term","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","j","Tag and sequence number","Tag and sequence number","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","n","Number of part/section/meeting","Number of part/section/meeting","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","871","u","Affiliation","Affiliation","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","4","Relator code","Relator code","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","6","Linkage","Linkage","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","a","Meeting name or jurisdiction name as entry element","Meeting name or jurisdiction name as entry element","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","b","Number [OBSOLETE]","Number [OBSOLETE]","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","c","Location of meeting","Location of meeting","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","d","Date of meeting","Date of meeting","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","e","Subordinate unit","Subordinate unit","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","j","Tag and sequence number","Tag and sequence number","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","l","Language of a work","Language of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","n","Number of part/section/meeting","Number of part/section/meeting","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","p","Name of part/section of a work","Name of part/section of a work","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","q","Name of meeting following jurisdiction name entry element","Name of meeting following jurisdiction name entry element","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","t","Title of a work","Title of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","872","u","Affiliation","Affiliation","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","873","6","Linkage","Linkage","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","873","a","Uniform title","Uniform title","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","873","d","Date of treaty signing","Date of treaty signing","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","873","f","Date of a work","Date of a work","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","873","g","Miscellaneous information","Miscellaneous information","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","873","h","Medium","Medium","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","873","j","Tag and sequence number","Tag and sequence number","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","873","k","Form subheading","Form subheading","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
